date,AFKS,AFLT,ALRS,BSPB,CBOM,CHMF,FEES,GAZP,GMKN,HYDR,IRAO,LKOH,LSRG,MAGN,MOEX,MSNG,MTLR,MTLRP,MTSS,MVID,NLMK,NVTK,PHOR,PIKK,PLZL,ROSN,RTKM,RTKMP,RUAL,SBER,SBERP,SELG,TATN,TATNP,TGKA,TRNFP,VTBR
2021-01-13,30.794,73.5,106.13,56.26,6.351,1315.6,0.2219,226.8,259.76,0.8032,5.417,5755.0,903.4,54.7,159.5,2.1445,84.05,79.8,331.9,710.1,214.68,1425.6,3385.0,589.3,1542.6,485.95,99.0,87.3,37.83,283.78,252.93,46.19,546.2,503.5,0.0116,1460.0,198.675
2021-01-14,30.961,73.16,105.42,56.79,6.388,1367.6,0.22266,228.86,264.32,0.8054,5.44,5937.0,908.6,56.945,159.76,2.1685,81.75,78.35,337.35,715.7,222.82,1438.0,3358.0,591.2,1508.0,505.0,98.94,88.5,38.145,284.79,255.35,45.86,551.6,513.4,0.01178,1492.5,199.375
2021-01-15,30.955,72.3,104.11,55.92,6.373,1344.8,0.2208,226.5,257.96,0.7969,5.4025,5888.5,902.8,56.25,159.9,2.18,80.2,78.05,332.85,740.3,219.52,1375.8,3375.0,597.9,1484.0,512.2,98.93,87.95,37.535,276.9,250.34,45.21,535.2,500.3,0.011746,1483.0,197.8
2021-01-18,31.018,72.78,103.06,55.9,6.398,1347.8,0.22152,226.88,258.74,0.8076,5.407,5873.0,911.0,56.86,160.16,2.207,80.34,77.55,333.0,719.0,219.06,1390.4,3476.0,611.2,1484.05,516.5,99.9,88.35,37.53,279.79,253.8,44.99,532.9,496.4,0.011632,1486.0,195.8
2021-01-19,31.025,73.72,103.59,55.45,6.365,1340.4,0.2196,223.15,258.26,0.8054,5.3905,5892.0,924.2,57.325,166.89,2.2255,79.93,77.15,331.1,735.0,219.2,1377.2,3424.0,641.4,1469.05,510.7,98.76,88.3,37.185,278.19,252.3,45.0,530.5,494.7,0.0116,1480.0,193.225
2021-01-20,31.802,73.72,105.77,57.57,6.412,1340.0,0.2222,224.3,265.5,0.807,5.3985,5864.0,925.0,57.065,164.22,2.229,79.77,77.1,332.2,726.0,223.88,1388.6,3402.0,643.3,1505.5,510.65,101.49,89.8,37.57,279.8,254.0,45.37,529.5,495.0,0.011632,1485.5,193.95
2021-01-21,31.7,72.5,105.99,56.61,6.345,1344.4,0.2173,217.28,265.38,0.7935,5.3275,5771.0,919.6,55.855,159.57,2.1725,76.04,75.05,329.3,715.2,222.9,1352.0,3453.0,645.7,1505.95,498.0,101.17,89.45,36.49,274.4,248.8,45.01,516.8,481.7,0.01145,1451.5,189.35
2021-01-22,31.542,71.84,103.43,56.11,6.289,1320.4,0.21698,215.49,261.72,0.7867,5.341,5740.5,930.2,55.27,158.66,2.1225,72.5,74.5,329.9,719.1,220.62,1359.2,3480.0,654.0,1483.5,494.25,103.09,89.5,36.435,268.25,244.2,44.96,507.0,470.6,0.01127,1448.0,186.85
2021-01-25,32.555,71.14,101.1,56.15,6.348,1313.0,0.21698,218.68,259.82,0.7919,5.4865,5722.0,942.6,54.835,162.8,2.114,73.2,74.8,333.8,728.8,220.32,1373.0,3641.0,680.3,1504.8,495.6,104.64,90.5,36.28,265.3,244.61,44.42,509.7,473.8,0.011304,1456.5,188.6
2021-01-26,32.812,70.76,104.11,56.0,6.344,1316.2,0.21624,218.8,257.68,0.7912,5.54,5595.5,936.2,54.41,162.89,2.126,74.29,75.2,336.3,727.1,219.18,1373.8,3697.0,695.5,1511.9,493.95,105.5,91.9,36.055,269.34,247.1,43.79,506.2,471.6,0.01133,1466.5,188.6
2021-01-27,31.575,69.88,100.52,55.82,6.274,1280.6,0.21396,217.4,249.96,0.787,5.445,5499.5,931.2,53.035,160.51,2.14,72.64,74.05,334.5,735.5,217.78,1340.8,3623.0,685.3,1486.0,481.25,103.61,91.15,35.565,265.5,243.98,43.69,502.0,469.0,0.011224,1458.0,185.325
2021-01-28,32.35,71.0,101.2,54.66,6.19,1279.6,0.21502,217.7,252.3,0.7924,5.42,5575.0,941.2,52.155,160.51,2.1745,71.81,74.65,333.6,729.9,215.06,1325.0,3682.0,677.0,1466.95,483.4,104.54,92.0,35.55,265.96,244.85,44.3,500.0,468.6,0.01132,1447.0,185.45
2021-01-29,31.458,69.88,99.22,53.3,6.155,1262.8,0.213,212.83,243.64,0.777,5.252,5377.0,942.6,51.895,157.62,2.1615,70.19,73.9,328.85,715.5,210.42,1266.8,3644.0,706.9,1430.55,473.0,101.03,90.35,34.865,258.11,237.78,43.83,489.3,457.0,0.011168,1425.5,183.175
2021-02-01,32.475,70.34,100.61,53.74,6.187,1278.4,0.2145,214.66,248.66,0.7838,5.324,5406.0,952.2,53.59,157.28,2.13,72.22,73.55,330.75,727.0,211.7,1302.8,3641.0,698.7,1479.3,478.35,103.03,91.15,35.235,263.8,242.79,46.11,494.2,461.3,0.011356,1430.5,184.725
2021-02-02,33.316,70.14,102.15,54.37,6.28,1287.0,0.21488,214.42,247.7,0.7825,5.311,5516.0,947.2,53.005,158.99,2.1275,73.62,74.5,331.95,737.3,212.4,1336.0,3629.0,733.0,1489.3,482.0,102.36,91.9,35.24,263.15,242.07,45.6,499.2,463.5,0.011322,1433.5,184.725
2021-02-03,33.65,70.68,103.66,54.28,6.262,1284.0,0.21696,218.1,253.12,0.7856,5.2995,5555.0,948.2,53.475,158.89,2.1455,73.03,73.85,335.05,734.6,213.4,1336.8,3662.0,736.7,1459.95,489.95,103.9,91.55,35.79,263.53,242.04,48.41,505.5,469.3,0.011664,1441.0,185.0
2021-02-04,33.963,70.56,102.61,55.08,6.327,1299.6,0.21698,219.79,257.66,0.7963,5.307,5699.5,949.8,53.075,158.64,2.1475,72.99,73.45,333.55,729.9,212.52,1339.4,3699.0,747.0,1445.4,489.2,104.46,92.5,35.3,270.11,247.13,46.79,506.7,469.7,0.01153,1439.0,186.9
2021-02-05,34.992,70.82,102.32,54.55,6.371,1287.0,0.21694,222.01,254.78,0.7921,5.314,5715.0,943.4,52.14,158.2,2.156,73.13,74.1,336.0,732.6,211.16,1378.2,3700.0,759.8,1460.0,493.95,104.13,92.5,35.385,271.7,247.86,45.47,513.0,480.0,0.011522,1447.5,189.425
2021-02-08,35.573,71.08,102.95,55.42,6.436,1296.4,0.22018,228.0,258.04,0.8022,5.3615,5758.0,941.6,52.255,161.32,2.174,73.6,74.4,333.75,803.0,213.06,1399.8,3667.0,780.1,1455.05,501.75,105.6,93.25,36.5,275.2,250.84,45.85,528.2,496.0,0.01162,1465.0,191.425
2021-02-09,35.653,70.34,104.19,55.18,6.425,1287.6,0.2201,227.73,254.58,0.8001,5.3895,5695.0,940.8,51.835,164.09,2.1485,72.3,75.0,333.3,794.2,207.7,1378.0,3652.0,767.0,1453.05,494.8,104.92,92.05,37.585,268.98,247.89,45.19,526.6,493.0,0.011606,1465.0,189.025
2021-02-10,35.506,69.18,104.18,55.0,6.425,1283.0,0.21672,223.24,253.42,0.7925,5.338,5594.5,929.0,51.805,160.76,2.143,71.75,74.6,330.4,827.1,207.24,1347.0,3621.0,748.0,1440.45,491.45,103.28,92.2,36.9,265.9,245.16,44.81,523.3,485.8,0.011538,1447.5,186.85
2021-02-11,34.885,68.86,104.45,55.03,6.443,1277.2,0.21608,221.35,254.32,0.7972,5.3,5641.5,929.2,51.45,160.11,2.14,72.33,76.2,328.45,803.1,206.5,1327.4,3669.0,735.0,1439.4,496.8,102.7,91.8,36.815,264.7,243.29,44.6,517.0,480.5,0.011524,1449.5,187.35
2021-02-12,35.15,69.28,104.95,55.1,6.411,1287.2,0.21838,226.71,253.9,0.809,5.285,5756.0,929.2,52.09,163.28,2.1335,70.77,77.65,327.1,780.7,208.2,1370.0,3698.0,755.9,1439.0,509.35,104.31,91.75,36.75,266.0,245.33,44.37,529.2,489.3,0.01151,1460.0,188.425
2021-02-15,35.716,69.62,103.83,55.57,6.518,1287.8,0.21994,229.22,263.28,0.8131,5.301,5909.5,933.4,51.82,165.29,2.12,73.27,77.1,330.15,797.2,207.44,1409.8,3738.0,764.5,1447.05,521.45,104.99,92.05,37.415,271.81,249.75,45.3,538.2,497.6,0.01144,1460.0,190.4
2021-02-16,35.8,69.5,101.46,55.98,6.534,1301.0,0.22156,232.46,262.08,0.81,5.2825,5868.5,930.8,52.415,162.88,2.118,72.33,77.75,327.9,823.0,208.12,1399.0,3776.0,766.0,1440.0,525.6,104.13,92.2,37.495,270.9,248.64,45.2,538.0,497.0,0.01137,1454.0,189.45
2021-02-17,35.645,69.18,100.9,55.49,6.456,1293.0,0.2199,229.14,264.88,0.811,5.269,5768.5,921.2,52.145,164.5,2.116,72.37,77.05,323.1,833.4,207.36,1372.0,3779.0,761.9,1409.9,515.15,104.32,92.0,38.485,270.9,248.39,44.6,529.8,496.6,0.011366,1460.0,188.4
2021-02-18,35.389,68.8,97.85,54.81,6.394,1280.8,0.21786,224.47,267.02,0.8087,5.201,5615.0,913.6,51.09,160.98,2.095,69.84,75.4,320.7,834.7,204.68,1330.4,3733.0,763.8,1377.25,506.85,108.91,91.85,39.045,266.99,247.0,44.2,515.2,481.9,0.01111,1456.0,184.7
2021-02-19,36.501,69.02,96.95,55.28,6.488,1308.4,0.2155,226.0,281.3,0.8036,5.205,5656.0,925.0,51.73,165.55,2.1285,70.51,75.85,322.4,826.3,208.7,1363.0,3842.0,784.9,1394.8,512.75,109.25,93.75,40.37,271.34,249.64,44.44,523.8,491.1,0.01132,1456.5,186.9
2021-02-20,36.656,69.14,97.9,55.7,6.478,1311.8,0.21612,225.84,270.88,0.8054,5.21,5633.0,922.6,52.3,165.55,2.125,71.62,76.95,323.2,826.8,209.5,1363.0,3893.0,781.9,1398.8,513.15,110.08,93.7,40.085,270.51,249.12,44.67,524.6,492.9,0.011598,1455.5,186.55
2021-02-22,36.291,69.2,97.99,55.33,6.532,1334.6,0.21758,225.63,261.56,0.7976,5.1745,5786.0,938.2,53.09,169.5,2.103,71.49,78.5,320.2,819.9,214.64,1338.6,3903.0,785.0,1392.9,516.0,108.31,93.35,41.35,273.71,251.48,44.6,527.8,492.3,0.011368,1449.0,186.75
2021-02-24,35.701,70.3,98.45,55.69,6.725,1304.4,0.2147,222.55,248.46,0.7789,5.146,5788.5,928.0,52.54,173.28,2.155,71.0,77.25,315.65,820.2,211.94,1323.0,3929.0,775.0,1409.1,518.25,109.5,93.3,39.775,271.9,250.26,44.35,537.4,500.9,0.011154,1441.5,187.4
2021-02-25,35.706,69.44,99.3,56.5,6.81,1341.0,0.21498,221.7,232.04,0.778,5.1575,5740.5,911.2,53.09,172.6,2.1845,72.8,77.35,314.8,822.0,217.28,1293.4,3957.0,780.0,1412.0,529.35,108.95,93.8,40.03,270.71,249.51,44.09,535.5,500.1,0.01125,1436.5,187.075
2021-02-26,35.02,69.66,99.52,55.75,6.694,1343.6,0.21462,217.56,235.02,0.7818,5.1225,5575.5,862.2,54.205,173.31,2.1645,70.0,76.55,313.05,820.4,222.12,1276.0,4048.0,770.8,1402.7,523.35,108.85,92.6,38.93,270.17,249.4,43.57,522.5,491.8,0.011,1428.5,185.375
2021-03-01,35.314,69.92,101.1,56.33,6.775,1366.8,0.21428,221.47,242.68,0.7894,5.102,5634.0,859.6,55.1,177.65,2.1885,71.08,76.5,316.7,848.0,224.2,1298.6,4034.0,757.3,1426.0,524.1,109.67,93.15,39.39,273.58,250.1,43.87,528.3,494.7,0.01112,1437.0,186.925
2021-03-02,35.194,71.1,102.53,56.55,6.875,1360.0,0.21436,222.74,237.74,0.8059,5.0975,5648.5,854.2,54.965,174.33,2.156,70.8,76.3,318.9,870.0,222.2,1319.0,4069.0,778.1,1450.5,526.0,110.01,92.75,39.775,279.1,252.75,43.55,533.3,498.0,0.011078,1444.0,188.025
2021-03-03,35.251,70.6,103.35,57.5,6.904,1375.4,0.2145,222.15,233.04,0.7985,5.085,5701.0,860.2,56.14,170.62,2.175,70.62,75.7,315.8,863.2,226.8,1318.8,4181.0,773.0,1440.15,533.8,109.92,93.3,40.77,278.01,252.3,43.62,534.8,501.9,0.01103,1457.5,187.225
2021-03-04,34.455,69.44,103.62,57.06,6.875,1333.0,0.21114,221.14,221.72,0.7956,5.0615,5806.0,857.0,54.4,169.56,2.17,69.57,76.3,319.0,848.8,216.16,1297.0,4020.0,769.1,1406.4,540.1,106.8,91.85,39.1,274.75,250.24,43.0,533.7,500.4,0.01098,1443.0,184.875
2021-03-05,34.667,69.28,106.65,56.89,6.914,1339.0,0.21186,227.0,223.48,0.8064,5.049,6236.0,864.4,54.66,167.43,2.177,70.0,77.3,318.6,816.2,213.3,1395.0,4105.0,761.3,1450.0,561.0,107.92,90.2,39.6,277.5,252.75,42.55,567.4,525.3,0.01097,1457.5,187.95
2021-03-09,34.322,69.66,108.13,56.23,6.975,1315.6,0.2108,232.1,229.54,0.8172,5.0315,6305.0,863.2,53.4,168.48,2.2,70.59,78.9,313.9,799.0,210.2,1459.4,4060.0,760.1,1451.3,570.6,107.44,92.1,39.86,285.79,258.86,43.51,607.0,555.8,0.011002,1449.0,192.325
2021-03-10,35.036,69.86,106.57,57.1,6.994,1334.4,0.21014,231.69,231.64,0.8131,5.047,6127.5,856.0,53.61,169.03,2.2045,70.01,77.35,315.3,788.8,208.68,1467.2,3980.0,754.1,1410.75,561.15,106.93,90.75,41.315,282.24,258.0,43.41,605.3,556.9,0.01105,1435.0,191.55
2021-03-11,35.26,70.0,107.49,57.42,6.949,1361.0,0.211,232.47,233.96,0.8144,5.07,6339.0,861.8,54.995,169.01,2.1965,70.78,78.3,319.5,756.8,213.74,1490.4,3961.0,746.3,1423.1,572.0,108.6,91.0,43.77,286.0,258.47,43.43,618.7,566.6,0.011312,1447.5,191.325
2021-03-12,35.89,69.86,106.43,56.85,6.895,1408.0,0.21118,233.8,237.46,0.8132,5.0555,6356.0,860.8,55.695,167.87,2.204,70.05,77.15,320.7,726.6,216.0,1532.0,3957.0,739.8,1411.05,572.25,108.51,90.2,43.99,284.93,260.39,42.89,623.6,570.4,0.01157,1467.5,190.875
2021-03-15,35.83,70.82,108.5,57.83,6.891,1436.2,0.2162,237.79,241.14,0.814,5.188,6472.5,854.2,55.8,167.9,2.1965,70.41,77.85,321.5,740.0,217.78,1558.6,3947.0,729.6,1408.95,576.4,109.46,91.4,45.81,292.74,264.86,43.07,624.6,579.0,0.011466,1471.0,192.85
2021-03-16,35.609,70.5,108.2,58.18,6.812,1435.2,0.21342,234.02,228.46,0.8136,5.227,6445.0,851.4,55.3,166.36,2.205,70.67,78.2,318.25,735.2,215.2,1540.2,3911.0,743.5,1417.55,571.2,110.98,93.35,44.68,292.33,263.33,43.2,610.0,567.1,0.011422,1469.5,193.825
2021-03-17,35.37,70.02,105.91,57.54,6.725,1417.0,0.2127,229.9,228.78,0.8146,5.1545,6363.0,847.0,54.38,167.19,2.175,69.7,77.0,317.9,712.9,215.16,1493.6,3985.0,744.1,1426.4,555.85,109.77,91.2,44.905,283.35,257.65,42.9,608.3,565.6,0.011334,1468.0,191.075
2021-03-18,34.438,69.18,107.16,57.83,6.939,1411.4,0.2109,224.35,225.96,0.807,5.085,6083.0,839.6,53.61,167.75,2.17,70.03,77.15,316.25,720.3,216.02,1443.0,3947.0,755.6,1429.95,544.05,107.74,91.2,45.275,279.25,255.79,43.36,583.6,543.3,0.011404,1458.5,188.05
2021-03-19,34.481,69.8,105.7,58.0,7.082,1422.6,0.21408,225.4,226.86,0.8068,5.0875,6078.0,840.0,54.4,168.17,2.1505,68.16,74.0,317.4,711.1,218.34,1427.8,3945.0,754.5,1430.15,560.3,107.06,91.35,46.69,285.47,260.62,45.9,598.0,557.6,0.0112,1451.5,189.25
2021-03-22,34.365,69.26,105.68,57.78,7.025,1411.8,0.2144,221.88,227.66,0.811,5.075,6118.0,843.4,53.78,168.53,2.151,66.99,73.2,319.35,717.7,218.08,1434.6,3945.0,778.1,1412.0,562.65,107.55,91.0,46.805,288.65,263.86,44.94,600.7,559.6,0.0113,1467.5,190.79999999999995
2021-03-23,33.95,67.72,104.31,57.32,6.986,1378.6,0.2122,221.62,222.38,0.8062,5.022,5961.0,816.4,52.98,166.3,2.16,64.49,71.7,315.9,720.9,212.48,1464.4,4066.0,778.4,1414.7,565.1,106.31,90.55,45.98,282.6,260.4,44.02,589.5,548.2,0.011276,1474.0,189.0
2021-03-24,34.051,65.9,105.78,56.8,7.04,1397.6,0.2153,223.65,213.26,0.8077,5.042,6162.5,805.6,53.475,167.99,2.1555,62.88,70.45,315.2,721.5,215.5,1501.0,4097.0,796.8,1399.25,568.05,106.5,90.7,45.215,285.79,263.7,43.73,605.1,564.6,0.011202,1478.0,189.575
2021-03-25,34.009,66.14,106.8,57.2,7.05,1396.6,0.21454,224.84,212.52,0.8118,5.0445,6182.0,818.2,53.805,167.88,2.18,63.32,69.95,314.55,716.0,218.22,1492.8,4081.0,791.6,1391.7,574.65,107.75,91.25,43.92,286.66,264.47,43.26,596.0,557.4,0.011198,1480.5,190.25
2021-03-26,34.531,68.0,107.85,57.69,7.108,1426.2,0.21486,227.3,222.06,0.8129,5.0415,6283.0,822.6,56.04,169.57,2.2025,64.39,70.8,315.05,720.0,224.98,1518.6,4098.0,805.8,1393.05,582.2,107.41,91.4,45.79,291.22,269.28,43.25,603.4,566.8,0.011448,1498.0,191.9
2021-03-29,34.781,67.46,108.29,57.54,7.19,1441.2,0.215,228.74,231.16,0.8069,5.058,6257.5,825.8,57.615,169.94,2.255,66.24,71.9,316.15,726.0,229.42,1497.6,4104.0,840.5,1383.85,575.3,107.14,91.45,48.33,293.3,271.38,43.47,603.0,562.8,0.01157,1508.0,193.925
2021-03-30,34.2,66.84,107.96,57.71,7.17,1480.6,0.2168,225.93,231.72,0.812,5.079,6155.0,827.2,58.46,170.55,2.281,65.51,71.35,315.0,719.7,235.12,1484.0,4079.0,880.9,1350.5,570.25,106.84,90.75,48.57,293.25,271.9,42.94,596.9,560.5,0.011566,1509.0,199.3
2021-03-31,34.266,67.44,105.98,57.66,7.117,1534.6,0.21742,227.24,237.04,0.8114,5.12,6111.5,828.6,60.885,173.95,2.28,68.0,72.7,316.2,728.0,242.16,1488.2,4073.0,937.0,1392.6,572.6,107.4,90.9,49.445,291.02,270.93,43.16,594.2,558.3,0.0116,1478.0,213.575
2021-04-01,35.222,67.16,104.86,57.54,7.081,1509.2,0.2148,226.94,237.76,0.8104,5.092,6112.0,836.0,59.705,170.56,2.27,66.92,71.7,316.9,726.2,237.18,1489.0,4128.0,939.0,1392.85,568.9,107.19,90.55,48.83,290.24,270.5,43.4,606.0,569.2,0.011774,1488.0,212.9
2021-04-02,35.298,67.5,105.36,57.79,7.12,1528.2,0.21484,228.4,238.6,0.8106,5.101,6108.5,850.0,59.645,169.41,2.2605,68.2,72.9,317.4,723.0,239.98,1484.6,4240.0,919.3,1394.4,566.65,107.63,91.2,49.245,291.7,271.61,43.78,605.3,569.1,0.01192,1487.5,214.275
2021-04-05,35.397,67.32,105.58,58.95,7.009,1507.8,0.212,225.06,237.36,0.8127,5.06,5990.5,864.4,60.09,169.99,2.2745,67.38,72.5,317.5,724.0,236.38,1459.6,4163.0,898.4,1387.1,560.15,107.63,91.25,49.025,288.78,270.2,43.56,596.4,561.6,0.0119,1485.5,221.875
2021-04-06,34.722,66.88,104.7,62.5,6.873,1503.0,0.21,222.95,231.8,0.8085,5.0125,5891.0,847.0,60.365,169.4,2.259,68.1,71.8,317.25,714.0,236.94,1424.0,4149.0,915.6,1436.15,547.55,106.78,91.0,48.625,281.5,265.4,44.0,582.2,550.4,0.01188,1480.0,214.50000000000003
2021-04-07,34.87,67.02,104.34,61.2,6.88,1521.8,0.212,224.51,236.02,0.8427,5.0115,5978.0,845.0,61.795,172.09,2.2595,68.11,72.15,317.05,716.7,240.98,1462.4,4183.0,917.3,1426.9,551.5,106.49,90.95,48.765,283.98,266.85,43.86,588.0,552.3,0.011754,1488.0,220.5
2021-04-08,36.14,66.8,104.77,60.45,6.911,1553.0,0.2107,224.3,239.24,0.8378,4.9915,6008.5,850.4,62.17,172.21,2.2745,67.8,72.2,316.9,724.0,244.0,1445.0,4360.0,920.6,1426.7,549.3,106.75,91.9,49.01,283.89,267.41,43.78,580.0,548.1,0.01182,1476.5,220.275
2021-04-09,36.306,66.28,101.45,60.85,6.899,1537.8,0.21178,222.15,244.1,0.8312,4.935,5933.0,836.2,61.985,171.03,2.2645,67.16,72.15,316.8,720.0,245.48,1429.4,4352.0,917.4,1431.3,538.0,106.94,91.1,48.89,281.07,266.12,43.59,565.5,534.4,0.011896,1465.5,218.75
2021-04-12,36.38,66.52,102.22,62.08,6.99,1607.8,0.212,222.87,254.32,0.8261,4.994,6020.0,848.8,64.795,171.68,2.2655,68.03,72.65,317.3,714.6,255.06,1442.6,4369.0,948.3,1448.8,540.15,107.61,91.45,50.235,281.75,266.85,44.27,571.3,535.2,0.012058,1462.5,220.1
2021-04-13,36.865,65.76,102.88,63.29,6.993,1632.2,0.21436,227.99,253.84,0.8264,4.9925,6044.5,845.8,65.28,173.73,2.26,68.63,73.05,315.7,713.0,254.86,1451.2,4390.0,982.0,1461.8,551.95,107.87,91.0,52.015,287.95,270.65,44.62,571.0,537.4,0.012204,1470.0,227.40000000000003
2021-04-14,37.751,65.8,102.52,63.96,7.117,1611.8,0.21294,235.32,248.86,0.8294,4.986,6134.0,847.0,64.695,173.9,2.279,72.72,75.9,316.5,708.3,251.62,1456.8,4376.0,970.1,1461.0,552.1,107.66,91.0,53.31,287.18,271.76,44.91,586.6,548.7,0.012356,1470.0,233.8
2021-04-15,36.766,65.62,106.3,62.84,7.106,1668.6,0.2112,234.63,251.12,0.8333,4.9455,6054.5,855.8,65.5,171.95,2.263,72.62,76.15,315.8,700.0,253.48,1447.6,4430.0,956.2,1487.95,556.5,107.53,90.75,55.215,283.72,269.88,44.89,584.4,551.4,0.0121,1456.5,231.775
2021-04-16,36.71,66.48,106.13,65.09,7.171,1768.8,0.21378,235.1,254.8,0.8286,4.954,6066.0,859.2,68.825,173.47,2.2525,75.7,79.95,321.7,689.7,265.94,1457.4,4390.0,958.7,1500.4,555.05,107.98,90.9,55.14,288.5,274.29,44.64,582.1,550.5,0.0122,1456.0,237.37500000000009
2021-04-19,35.922,65.48,107.15,65.2,7.077,1735.6,0.21402,231.17,252.4,0.8225,4.9405,6007.0,857.2,68.68,173.72,2.26,77.0,78.85,321.4,697.5,261.46,1431.0,4471.0,970.3,1523.25,548.05,107.44,92.05,53.575,287.72,273.71,45.08,575.7,543.9,0.01196,1448.0,232.1
2021-04-20,35.019,64.48,107.67,64.26,6.995,1749.0,0.21218,230.0,252.02,0.8177,4.91,5897.0,854.6,67.415,170.92,2.2755,77.97,79.65,321.5,698.9,261.68,1423.4,4485.0,954.0,1534.9,541.05,105.66,90.0,51.84,287.42,272.39,44.62,568.2,536.7,0.012,1438.5,234.125
2021-04-21,35.759,63.6,111.13,64.91,6.988,1827.8,0.21424,230.84,253.08,0.8236,5.019,5946.0,852.8,68.385,170.81,2.2815,79.35,79.6,321.45,706.9,268.26,1430.8,4507.0,961.9,1564.25,545.7,106.2,90.55,53.895,289.25,274.97,45.29,569.6,537.1,0.011996,1436.5,239.29999999999995
2021-04-22,35.552,64.48,109.34,64.74,6.975,1874.8,0.21374,230.93,256.9,0.8194,4.992,5999.0,855.8,68.99,169.91,2.2735,78.02,79.65,321.85,701.1,272.08,1443.6,4433.0,962.5,1567.15,541.6,105.6,91.0,53.5,292.18,276.08,45.02,566.6,529.6,0.011988,1441.5,240.0
2021-04-23,35.668,65.3,113.0,65.13,6.935,1881.2,0.21444,232.62,257.7,0.8408,5.057,5950.0,857.8,70.32,171.2,2.2825,78.5,79.7,322.0,699.6,275.24,1427.2,4412.0,975.0,1524.4,538.5,105.61,90.65,54.2,293.19,279.76,44.66,571.3,531.2,0.012,1444.5,256.8
2021-04-26,35.927,66.04,114.22,65.65,6.945,1876.0,0.21624,233.23,264.44,0.872,5.1485,5919.0,862.0,69.24,173.2,2.2625,79.54,81.55,323.65,706.5,279.24,1408.8,4395.0,986.7,1498.9,530.6,105.52,90.7,54.64,295.27,281.4,44.23,568.4,530.0,0.012398,1436.0,256.575
2021-04-27,35.532,65.54,110.52,66.31,6.934,1811.8,0.21474,232.0,269.52,0.8542,5.0985,5903.5,852.0,65.65,177.87,2.2505,77.73,80.1,323.1,706.0,271.0,1406.4,4331.0,973.5,1466.6,528.0,104.33,90.55,53.025,298.5,283.98,44.53,568.5,530.6,0.012034,1430.0,256.475
2021-04-28,34.932,65.0,109.4,68.66,6.845,1795.2,0.2153,232.96,263.26,0.8408,5.0195,5901.0,841.4,66.67,176.83,2.2375,77.5,78.9,322.8,702.0,269.68,1395.8,4343.0,968.0,1457.2,527.95,104.99,90.45,52.505,298.49,284.23,44.66,529.9,496.6,0.011942,1425.0,251.65
2021-04-29,34.422,64.9,108.4,67.6,6.841,1811.6,0.21454,230.51,263.34,0.8451,4.9595,5926.0,831.2,66.81,177.27,2.215,72.92,78.0,321.6,699.0,270.88,1401.0,4353.0,940.9,1412.3,528.75,103.78,90.2,52.09,297.1,283.47,43.73,505.2,461.1,0.011878,1418.5,250.05
2021-04-30,34.01,64.54,108.97,67.27,6.799,1774.0,0.2132,231.38,257.32,0.8248,4.941,5805.0,818.8,65.265,177.8,2.23,72.74,77.35,320.6,681.0,264.68,1358.0,4360.0,926.5,1395.95,525.2,104.0,90.45,50.65,297.73,283.5,43.71,506.5,469.1,0.011908,1414.0,258.0
2021-05-04,33.558,65.18,108.93,68.68,6.804,1757.8,0.2139,233.8,262.02,0.823,4.9695,5991.0,824.2,65.28,181.0,2.247,72.62,77.65,319.9,687.0,265.9,1406.2,4376.0,947.5,1408.0,537.15,104.88,90.5,52.6,303.7,288.52,44.12,514.0,478.3,0.012016,1423.0,273.475
2021-05-05,34.053,65.22,111.3,69.9,6.825,1752.2,0.218,237.5,266.46,0.8374,5.0275,6122.0,824.4,65.585,184.0,2.26,78.19,80.5,323.4,693.4,270.5,1418.6,4354.0,973.1,1428.0,538.65,104.98,90.7,52.49,305.99,289.9,44.15,511.1,477.4,0.012244,1406.5,270.625
2021-05-06,34.177,65.4,113.31,70.0,6.655,1760.0,0.2195,243.0,268.24,0.8422,5.05,6087.0,833.0,65.05,188.88,2.266,78.89,80.45,323.15,695.0,267.6,1411.0,4384.0,999.9,1481.2,538.55,104.17,90.55,53.9,314.72,295.95,44.7,515.8,482.1,0.012298,1399.0,271.425
2021-05-07,33.8,65.64,113.85,70.5,6.772,1835.6,0.2199,241.7,270.0,0.8435,5.087,6088.0,828.6,65.455,187.37,2.2855,78.47,80.45,324.05,698.1,276.02,1419.6,4375.0,989.3,1507.05,536.2,104.76,90.75,55.9,317.94,298.13,44.48,512.5,480.8,0.012278,1391.5,263.625
2021-05-10,33.114,66.88,116.69,71.81,6.703,1831.2,0.21852,241.41,270.46,0.8253,5.0745,6118.0,790.0,64.475,187.01,2.287,77.13,80.4,324.1,708.2,271.96,1414.0,4304.0,995.4,1518.8,541.95,104.12,90.45,56.66,320.19,299.21,44.93,517.1,482.7,0.012234,1397.5,254.475
2021-05-11,33.269,66.32,115.62,72.9,6.63,1827.8,0.22164,242.5,273.38,0.8469,5.0705,6021.0,781.0,63.83,190.23,2.3,75.68,79.3,324.65,709.9,272.86,1407.0,4361.0,1002.2,1522.05,532.0,103.5,90.0,56.485,307.16,287.7,44.68,515.6,481.8,0.012126,1400.0,247.9
