ARS,-92.37086705632693
TRY,-77.8830283294992
EGP,-58.72703483854708
UAH,-27.337283510476524
PKR,-27.1899336144999
RUB,-18.837069531999745
BRL,-13.544891741469284
JPY,-8.824804987054584
KZT,-3.4547467046651286
COP,-1.6677937758331596
HUF,-0.7924496695705744
CLP,-0.6781437871272125
ZAR,-0.2791119467827319
NOK,2.5976032499400867
KRW,4.566375847470794
INR,10.059442119670097
SEK,11.239366854072998
NZD,11.492932828816302
IDR,13.032638600641075
PHP,14.040918598089625
ISK,15.081117212130197
THB,15.619092363048281
PEN,16.50962124052037
AUD,18.121964986370706
RON,18.26219411570952
VND,19.391723902707337
CAD,19.81609617796137
TWD,20.356889327101833
MYR,20.872298795742434
EUR,22.94076977435386
DKK,23.111671202057323
PLN,23.192609448196556
MXN,23.357031717693722
ILS,24.358187374802682
CZK,24.715541462487337
CNY,25.882936144528585
GBP,27.298713733407855
KWD,29.045107485230787
SGD,30.726052104001056
USD,31.088711958768044
QAR,31.088711958768094
AED,31.089782720443758
SAR,31.13414393038828
HKD,31.407950568697256
CHF,42.806080936054784
