Date,GC=F,SI=F,PL=F,CL=F,HG=F,ALI=F,ZN=F,ZW=F,ZC=F,ZS=F,KC=F,SB=F,NG=F
2011-09-13,22174.392134518046,499.16659061524615,22012.951095411292,1095.0031972228255,48.01943011128015,26373.663905461748,1590.8863539797862,8360.308832073079,8609.145610377975,16766.136587006808,3311.9569014278254,356.9897371696368,48.31075036095984
2011-09-14,22169.1927526455,492.00170043691526,22076.796084874706,1080.9229552090596,47.231869280288386,26415.198000170283,1591.3021634983493,8531.522354904842,8668.294177480802,16704.39859727717,3262.4639487153468,361.0776208759656,49.10412409599891
2011-09-15,21676.930429933196,480.8658515984591,21702.525608275017,1089.6359929785767,48.082928928307695,26482.176323664524,1589.433347696641,8483.072015312626,8544.013624618034,16560.882328744297,3209.794636507389,359.5554949019001,47.26631243299468
2011-09-16,22017.006022062553,495.4889331229514,22038.8766067007,1068.7135674825292,47.62798214725567,26398.902090911575,1585.3845311327996,8362.234202770633,8407.796684805344,16469.318506146883,3195.448740034401,334.36787372055915,46.279331937451374
2011-09-17,22017.006022062553,495.4889331229514,22038.8766067007,1068.7135674825292,47.62798214725567,26398.902090911575,1585.3845311327996,8362.234202770633,8407.796684805344,16469.318506146883,3195.448740034401,334.36787372055915,46.279331937451374
2011-09-18,22017.006022062553,495.4889331229514,22038.8766067007,1068.7135674825292,47.62798214725567,26398.902090911575,1585.3845311327996,8362.234202770633,8407.796684805344,16469.318506146883,3195.448740034401,334.36787372055915,46.279331937451374
2011-09-19,21649.166071812084,476.6375178144083,21595.542530970553,1044.4344971782227,45.963651831031996,26479.523156978707,1601.651631525054,8201.91880549841,8436.520494957316,16281.966603485698,3202.769928623927,339.1670129736463,46.664408729517945
2011-09-20,22183.97399882821,492.1708747353995,21880.6732781518,1066.957551902429,45.63641174250217,26680.078687768793,1612.8231895738732,8285.528981508225,8475.859769523604,16429.844797714715,3185.8919531589772,338.78880454106456,46.63718396108373
2011-09-21,22191.622074290906,496.80715791125164,21978.985051050513,1056.053241755193,46.134728948897056,26705.536893888435,1618.395174640417,8195.106074790065,8428.637406505117,16230.427554196145,3096.7483322592843,329.7708216893595,45.84588798691591
2011-09-22,21585.28157277923,453.47458681199447,21230.32610858369,999.2129222201503,43.19662733022798,26966.088922469888,1635.1546268716638,7865.497114079067,8067.176527260581,15923.36536073127,2969.3415140724524,318.59141856962435,45.98290525849805
